_source_file,date,program,exercise,set_no,weight_kg,reps,time_sec,iso_load,volume,notes
29-10-25 Upper C.txt,2025-10-29,Upper C,Lat Pulldown,2.0,60.0,4.0,,,240.0,"f, with straps"
29-10-25 Upper C.txt,2025-10-29,Upper C,Incline Barbell Bench Press,1.0,56.0,7.0,,,392.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Incline Barbell Bench Press,2.0,56.0,4.0,,,224.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Seated Cable Rows,1.0,50.0,8.0,,,400.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Seated Cable Rows,2.0,50.0,6.0,,,300.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Weighted Chin-Ups,1.0,,5.0,,,,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Weighted Chin-Ups,2.0,,3.0,,,,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Cable Lateral Raises,1.0,10.0,9.0,,,90.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Cable Lateral Raises,2.0,10.0,7.0,,,70.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Face Pulls,1.0,20.0,10.0,,,200.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Face Pulls,2.0,20.0,7.0,,,140.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Weighted Triceps Dips,1.0,5.0,8.0,,,40.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Weighted Triceps Dips,2.0,5.0,6.0,,,30.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Dumbbell Preacher Curls,1.0,22.5,5.0,,,112.5,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Dumbbell Preacher Curls,2.0,22.5,4.0,,,90.0,f ; (Barbell)
29-10-25 Upper C.txt,2025-10-29,Upper C,Front Wrist Curls,1.0,15.0,14.0,,,210.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Front Wrist Curls,2.0,15.0,11.0,,,165.0,f
29_07_25 Upper A.txt,29_07_25,Upper A,Barbell Bench Press,1.0,60.0,5.0,,,300.0,close to failure
29_07_25 Upper A.txt,29_07_25,Upper A,Barbell Bench Press,2.0,60.0,4.0,,,240.0,"close, form broke"
29_07_25 Upper A.txt,29_07_25,Upper A,Weighted Pull-Ups,1.0,,6.0,,,,"f, last 1 rest pause"
29_07_25 Upper A.txt,29_07_25,Upper A,Weighted Pull-Ups,2.0,,4.0,,,,f ; (total weight including bar)
29_07_25 Upper A.txt,29_07_25,Upper A,Barbell Bent Over Rows,1.0,50.0,6.0,,,300.0,c
29_07_25 Upper A.txt,29_07_25,Upper A,Barbell Bent Over Rows,2.0,50.0,7.0,,,350.0,f
29_07_25 Upper A.txt,29_07_25,Upper A,Incline Dumbbell Press,1.0,20.0,9.0,,,180.0,f
29_07_25 Upper A.txt,29_07_25,Upper A,Incline Dumbbell Press,2.0,20.0,8.0,,,160.0,f
29_07_25 Upper A.txt,29_07_25,Upper A,Seated Cable Rows,1.0,40.0,8.0,,,320.0,f
29_07_25 Upper A.txt,29_07_25,Upper A,Seated Cable Rows,2.0,40.0,7.0,,,280.0,f
29_07_25 Upper A.txt,29_07_25,Upper A,Overhead Cable Tricep Extension,1.0,15.0,10.0,,,150.0,c
29_07_25 Upper A.txt,29_07_25,Upper A,Overhead Cable Tricep Extension,2.0,17.0,6.0,,,102.0,f
29_07_25 Upper A.txt,29_07_25,Upper A,Face Pulls,1.0,20.0,10.0,,,200.0,f
29_07_25 Upper A.txt,29_07_25,Upper A,Face Pulls,2.0,22.0,8.0,,,176.0,f
29_08_25 Upper C.txt,29_08_25,Upper C,Lat Pulldown,1.0,55.0,7.0,,,385.0,f
29_08_25 Upper C.txt,29_08_25,Upper C,Lat Pulldown,2.0,,55.0,,,,f
29_08_25 Upper C.txt,29_08_25,Upper C,Lat Pulldown,3.0,45.0,9.0,,,405.0,f ; (plate weight only)
29_08_25 Upper C.txt,29_08_25,Upper C,Incline Smith Bench Press,1.0,50.0,6.0,,,300.0,f
29_08_25 Upper C.txt,29_08_25,Upper C,Incline Smith Bench Press,2.0,50.0,4.0,,,200.0,f
29_08_25 Upper C.txt,29_08_25,Upper C,Seated Cable Rows,1.0,45.0,8.0,,,360.0,f
29_08_25 Upper C.txt,29_08_25,Upper C,Seated Cable Rows,2.0,,45.0,,,,f
29_08_25 Upper C.txt,29_08_25,Upper C,Dumbbell Lateral Raises,1.0,,10.0,,,,f
29_08_25 Upper C.txt,29_08_25,Upper C,Dumbbell Lateral Raises,2.0,,10.0,,,,"f, rest pause"
29_08_25 Upper C.txt,29_08_25,Upper C,Incline Dumbbell Reverse Fly,1.0,5.0,15.0,,,75.0,
29_08_25 Upper C.txt,29_08_25,Upper C,Incline Dumbbell Reverse Fly,2.0,,,,,,same as before
29_08_25 Upper C.txt,29_08_25,Upper C,Dumbbell Preacher Curls,1.0,17.0,8.0,,,136.0,f
29_08_25 Upper C.txt,29_08_25,Upper C,Dumbbell Preacher Curls,2.0,17.0,6.0,,,102.0,f
29_08_25 Upper C.txt,29_08_25,Upper C,Weighted Triceps Dips,1.0,5.0,6.0,,,30.0,ctf
29_08_25 Upper C.txt,29_08_25,Upper C,Weighted Triceps Dips,2.0,5.0,5.0,,,25.0,f
29_08_25 Upper C.txt,29_08_25,Upper C,Decline Crunches,1.0,,10.0,,,,f
29_08_25 Upper C.txt,29_08_25,Upper C,Decline Crunches,2.0,,5.0,,,,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Deadlifts,1.0,110.0,6.0,,,660.0,"f, with belt, without straps"
30-10-25 Lower D.txt,2025-10-30,Lower D,Deadlifts,2.0,110.0,4.0,,,440.0,"f, with straps & Belt"
30-10-25 Lower D.txt,2025-10-30,Lower D,Bulgarian Split Squats,1.0,40.0,5.0,,,200.0,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Bulgarian Split Squats,2.0,40.0,5.0,,,200.0,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Front Dumbbell Squats,1.0,20.0,15.0,,,300.0,Cardio Vascular failure
30-10-25 Lower D.txt,2025-10-30,Lower D,Front Dumbbell Squats,2.0,20.0,15.0,,,300.0,cvf
30-10-25 Lower D.txt,2025-10-30,Lower D,Cable Tricep Pushdowns,1.0,20.0,6.0,,,120.0,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Cable Tricep Pushdowns,2.0,20.0,5.0,,,100.0,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Cable Tricep Pushdowns,3.0,20.0,3.0,,,60.0,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Shrugs,1.0,50.0,6.0,,,300.0,"f, without straps"
30-10-25 Lower D.txt,2025-10-30,Lower D,Shrugs,2.0,50.0,6.0,,,300.0,"f, without straps"
30-10-25 Lower D.txt,2025-10-30,Lower D,Seated Calf Raises,1.0,20.0,12.0,,,240.0,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Seated Calf Raises,2.0,20.0,9.0,,,180.0,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Side Plank,1.0,,,45.0,,,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Side Plank,2.0,,,,,,(Skipped)
30-10-25 Lower D.txt,2025-10-30,Lower D,Decline Crunches,1.0,,15.0,,,,f
30-10-25 Lower D.txt,2025-10-30,Lower D,Decline Crunches,2.0,,,,,,(Skipped)
30_07_25 Lower  B.txt,30_07_25,Lower  B,Barbell Back Squats,1.0,64.0,6.0,,,384.0,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Barbell Back Squats,2.0,66.0,4.0,,,264.0,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Dumbbell RDLs,1.0,17.5,10.0,,,175.0,close to failure
30_07_25 Lower  B.txt,30_07_25,Lower  B,Dumbbell RDLs,2.0,17.5,9.0,,,157.5,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Dumbbell Preacher Curls,1.0,15.0,10.0,,,150.0,ctc
30_07_25 Lower  B.txt,30_07_25,Lower  B,Dumbbell Preacher Curls,2.0,17.0,9.0,,,153.0,f ; (plate weight only)
30_07_25 Lower  B.txt,30_07_25,Lower  B,EZ Bar Skull Crushers,1.0,20.0,7.0,,,140.0,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,EZ Bar Skull Crushers,2.0,20.0,5.0,,,100.0,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Lying Hamstring Curls,1.0,20.0,8.0,,,160.0,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Lying Hamstring Curls,2.0,20.0,7.0,,,140.0,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Leg Extension,1.0,30.0,9.0,,,270.0,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Leg Extension,2.0,,30.0,,,,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Seated Calf Raises,1.0,15.0,12.0,,,180.0,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Seated Calf Raises,2.0,15.0,10.0,,,150.0,f
30_07_25 Lower  B.txt,30_07_25,Lower  B,Plank,1.0,10.0,,60.0,600.0,,ctc
30_07_25 Lower  B.txt,30_07_25,Lower  B,Plank,2.0,10.0,,43.0,430.0,,cts
30_07_25 Lower  B.txt,30_07_25,Lower  B,Hanging Knee Raises,1.0,,10.0,,,,
30_08_25 Lower D.txt,30_08_25,Lower D,Deadlifts,1.0,100.0,6.0,,,600.0,"f, grip, mixed grip"
30_08_25 Lower D.txt,30_08_25,Lower D,Deadlifts,2.0,,100.0,,,,"f, rest pause, grip, mixed grip"
30_08_25 Lower D.txt,30_08_25,Lower D,Deadlifts,3.0,80.0,7.0,,,560.0,"f, grip, normal grip"
30_08_25 Lower D.txt,30_08_25,Lower D,Front Barbell Squats,1.0,30.0,10.0,,,300.0,still bar uncomfortable
30_08_25 Lower D.txt,30_08_25,Lower D,Front Barbell Squats,2.0,30.0,10.0,,,300.0,
30_08_25 Lower D.txt,30_08_25,Lower D,Barbell Good Mornings,1.0,20.0,15.0,,,300.0,G MMC
30_08_25 Lower D.txt,30_08_25,Lower D,Barbell Good Mornings,2.0,24.0,12.0,,,288.0,G MMC
30_08_25 Lower D.txt,30_08_25,Lower D,Bulgarian Split Squats,1.0,24.0,10.0,,,240.0,ctf
30_08_25 Lower D.txt,30_08_25,Lower D,Bulgarian Split Squats,2.0,30.0,8.0,,,240.0,f
30_08_25 Lower D.txt,30_08_25,Lower D,Shrugs,1.0,20.0,9.0,,,180.0,f
30_08_25 Lower D.txt,30_08_25,Lower D,Shrugs,2.0,20.0,7.0,,,140.0,traps f
30_08_25 Lower D.txt,30_08_25,Lower D,Seated Calf Raises,1.0,15.0,11.0,,,165.0,f
30_08_25 Lower D.txt,30_08_25,Lower D,Seated Calf Raises,2.0,15.0,10.0,,,150.0,f
30_08_25 Lower D.txt,30_08_25,Lower D,Reverse EZ Bar Curls,1.0,26.0,8.0,,,208.0,f
30_08_25 Lower D.txt,30_08_25,Lower D,Reverse EZ Bar Curls,2.0,26.0,6.0,,,156.0,f
30_08_25 Lower D.txt,30_08_25,Lower D,Cable Tricep Pushdowns,1.0,20.0,7.0,,,140.0,f
30_08_25 Lower D.txt,30_08_25,Lower D,Cable Tricep Pushdowns,2.0,20.0,7.0,,,140.0,"f, not good form"
30_08_25 Lower D.txt,30_08_25,Lower D,Front Wrist Curls,1.0,15.0,10.0,,,150.0,f
30_08_25 Lower D.txt,30_08_25,Lower D,Front Wrist Curls,2.0,15.0,9.0,,,135.0,f
30_08_25 Lower D.txt,30_08_25,Lower D,Side Plank,1.0,,,30.0,,,
30_08_25 Lower D.txt,30_08_25,Lower D,Side Plank,2.0,,,30.0,,,ctf
